!CSV A.01.01
!Agilent Technologies,N5230C,MY49001835,A.09.33.09
!Agilent N5230C: A.09.33.09
!Date: Wednesday, March 19, 2014 01:10:47
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S41(DB),S41(DEG)
3164615105.035,11.814103,-23.662376
3168949783.2611,12.604961,-30.118563
3173284461.4872,12.062329,-30.331163
3177619139.7132,12.485094,-27.083311
3181953817.9393,12.350658,-29.664038
3186288496.1654,12.260661,-31.371834
3190623174.3915,12.887948,-36.251274
3194957852.6175,12.798502,-38.023598
3199292530.8436,12.272065,-40.432499
3203627209.0697,12.687668,-40.451115
3207961887.2958,13.133408,-41.67989
3212296565.5218,12.50834,-43.82357
3216631243.7479,12.066869,-42.448139
3220965921.974,12.483649,-44.651134
3225300600.2001,11.984225,-49.851215
3229635278.4261,12.856393,-47.392078
3233969956.6522,13.102014,-48.936378
3238304634.8783,11.783723,-51.316288
3242639313.1044,12.10899,-53.588234
3246973991.3304,12.998766,-50.966549
3251308669.5565,12.653287,-59.19619
3255643347.7826,13.481788,-58.304081
3259978026.0087,12.429046,-61.219585
3264312704.2347,12.646628,-60.861301
3268647382.4608,12.290782,-63.419598
3272982060.6869,12.797755,-60.501011
3277316738.913,13.09401,-65.46682
3281651417.139,13.591365,-63.672768
3285986095.3651,14.414208,-67.883904
3290320773.5912,12.884852,-68.120537
3294655451.8173,13.56029,-70.629051
3298990130.0433,12.787601,-71.578171
3303324808.2694,12.538077,-72.228409
3307659486.4955,14.565903,-71.521561
3311994164.7216,14.115388,-75.842438
3316328842.9476,13.114676,-80.416725
3320663521.1737,13.963909,-87.300026
3324998199.3998,12.613256,-87.154648
3329332877.6259,12.235658,-87.440887
3333667555.852,13.816619,-83.118996
3338002234.078,13.032875,-87.341225
3342336912.3041,12.76406,-88.468216
3346671590.5302,13.634836,-87.534843
3351006268.7563,13.766196,-92.642067
3355340946.9823,13.348266,-89.407967
3359675625.2084,14.373379,-92.53244
3364010303.4345,14.63156,-91.384193
3368344981.6606,13.715775,-96.802391
3372679659.8866,15.68552,-97.980728
3377014338.1127,13.327511,-105.07476
3381349016.3388,13.564079,-101.23723
3385683694.5649,14.393945,-104.89389
3390018372.7909,13.516689,-106.45319
3394353051.017,15.187583,-110.36964
3398687729.2431,15.089375,-113.17867
3403022407.4692,14.166584,-102.94473
3407357085.6952,14.22114,-113.35235
3411691763.9213,15.201825,-107.93774
3416026442.1474,13.227497,-113.3995
3420361120.3735,13.587223,-116.38636
3424695798.5995,15.631395,-104.18983
3429030476.8256,13.944539,-112.12826
3433365155.0517,14.658673,-123.64043
3437699833.2778,16.225626,-113.55838
3442034511.5038,14.747527,-117.30832
3446369189.7299,14.45249,-121.13336
3450703867.956,16.225298,-124.12698
3455038546.1821,15.9903,-129.58151
3459373224.4081,15.46783,-129.42468
3463707902.6342,15.079347,-127.69634
3468042580.8603,14.329394,-132.95502
3472377259.0864,15.858337,-132.47668
3476711937.3124,14.195708,-132.11707
3481046615.5385,14.797377,-134.7475
3485381293.7646,15.228854,-131.21455
3489715971.9907,16.514582,-126.43814
3494050650.2167,14.983478,-132.26712
3498385328.4428,16.908802,-140.76251
3502720006.6689,17.88464,-138.21892
3507054684.895,14.815193,-143.4389
3511389363.121,18.854364,-132.68013
3515724041.3471,17.046268,-142.56996
3520058719.5732,16.802406,-153.86549
3524393397.7993,16.266119,-151.99982
3528728076.0253,16.573732,-146.5584
3533062754.2514,14.749454,-144.58029
3537397432.4775,17.092413,-141.20935
3541732110.7036,17.855042,-151.68729
3546066788.9296,14.983434,-143.88017
3550401467.1557,19.967846,-152.82652
3554736145.3818,17.858706,-148.81035
3559070823.6079,17.155249,-148.41907
3563405501.8339,19.679113,-146.42996
3567740180.06,16.507978,-151.39339
3572074858.2861,17.131258,-150.54716
3576409536.5122,19.963739,-164.12518
3580744214.7382,17.543007,-169.67677
3585078892.9643,18.147707,-164.94844
3589413571.1904,19.346064,-174.67505
3593748249.4165,18.045221,-171.57542
3598082927.6425,18.325876,-168.38861
3602417605.8686,20.033522,-168.01843
3606752284.0947,17.810284,-177.48372
3611086962.3208,19.712763,-167.37744
3615421640.5468,19.158203,-162.93977
3619756318.7729,18.575682,-167.49431
3624090996.999,18.75906,-164.28574
3628425675.2251,21.051289,-177.98453
3632760353.4512,18.115362,-170.38893
3637095031.6772,18.913124,-158.18883
3641429709.9033,21.304647,-168.74355
3645764388.1294,20.21213,-178.01996
3650099066.3555,20.330666,171.30161
3654433744.5815,23.419657,167.80641
3658768422.8076,21.036757,-174.73331
3663103101.0337,22.315914,160.87758
3667437779.2598,21.231136,-177.52409
3671772457.4858,19.194901,168.47188
3676107135.7119,23.111546,-178.81526
3680441813.938,20.492268,171.73203
3684776492.1641,19.775242,167.78966
3689111170.3901,24.087955,-175.77026
3693445848.6162,23.028967,170.22575
3697780526.8423,22.253141,176.41234
3702115205.0684,35.065022,160.57208
3706449883.2944,23.103056,-170.06023
3710784561.5205,23.390776,160.78656
3715119239.7466,27.500305,-136.62416
3719453917.9727,26.069229,-173.12721
3723788596.1987,28.805676,-175.5005
3728123274.4248,35.094025,-172.39645
3732457952.6509,24.582954,178.4424
3736792630.877,21.980251,170.1749
3741127309.103,25.918486,156.91327
3745461987.3291,24.574249,164.51935
3749796665.5552,23.329931,142.7301
3754131343.7813,23.253796,-171.46075
3758466022.0073,21.981709,-171.97951
3762800700.2334,25.70677,-158.37584
3767135378.4595,23.743975,-108.10632
3771470056.6856,25.53334,170.99821
3775804734.9116,21.749741,-145.30859
3780139413.1377,22.081354,-119.27271
3784474091.3638,25.016602,-144.59232
3788808769.5899,22.453211,-152.02466
3793143447.8159,24.707617,-173.20325
3797478126.042,26.208986,-177.75308
3801812804.2681,32.089005,-149.87946
3806147482.4942,29.642199,-135.14537
3810482160.7202,20.820375,-175.13379
3814816838.9463,23.231627,-157.98796
3819151517.1724,26.61566,-149.01012
3823486195.3985,22.49563,175.05635
3827820873.6245,20.173731,-161.60161
3832155551.8506,21.234592,-134.9519
3836490230.0767,18.468456,-154.95695
3840824908.3028,20.470537,-124.28252
3845159586.5288,20.840561,-134.04428
3849494264.7549,21.574541,-170.99321
3853828942.981,19.69581,-134.78549
3858163621.2071,21.442717,-140.3851
3862498299.4331,21.862326,-134.30533
3866832977.6592,18.093277,-143.24257
3871167655.8853,18.553991,-143.55666
3875502334.1114,19.890272,-162.72758
3879837012.3374,17.684767,-140.24748
3884171690.5635,19.360126,-151.09698
3888506368.7896,18.879269,173.16501
3892841047.0157,16.695616,-147.85251
3897175725.2417,17.387806,-155.83667
3901510403.4678,18.986614,-146.88583
3905845081.6939,15.011958,-158.33722
3910179759.92,17.062212,-156.14461
3914514438.146,19.139349,-147.83835
3918849116.3721,21.141472,-153.70877
3923183794.5982,18.102005,-162.74103
3927518472.8243,21.169157,-157.37631
3931853151.0504,16.126013,-147.5049
3936187829.2764,17.110106,-149.23302
3940522507.5025,16.827723,-173.01549
3944857185.7286,14.715926,-161.77164
3949191863.9547,15.726108,-160.20505
3953526542.1807,14.717401,-158.69899
3957861220.4068,15.017759,-165.5018
3962195898.6329,16.032461,-169.74954
3966530576.859,16.009459,-174.47406
3970865255.085,13.890208,-165.29796
3975199933.3111,16.366302,-174.78751
3979534611.5372,13.789104,-165.13564
3983869289.7633,13.475587,-166.15086
3988203967.9893,14.121098,171.62975
3992538646.2154,14.761376,-177.6024
3996873324.4415,14.237472,-169.55038
4001208002.6676,13.88531,178.2494
4005542680.8936,13.870598,177.1456
4009877359.1197,11.76735,-179.09386
4014212037.3458,12.931187,170.56818
4018546715.5719,12.84223,173.95587
4022881393.7979,11.324774,175.33551
4027216072.024,12.315605,176.16953
4031550750.2501,10.96417,177.40433
4035885428.4762,11.269798,169.03764
4040220106.7022,11.088015,165.86777
4044554784.9283,10.446721,167.78786
4048889463.1544,10.843284,167.90561
4053224141.3805,12.164005,168.40353
4057558819.6065,10.75659,171.32704
4061893497.8326,9.7911949,155.93309
4066228176.0587,10.876114,161.89542
4070562854.2848,9.5641661,163.04527
4074897532.5108,10.073988,161.85384
4079232210.7369,10.319902,152.64984
4083566888.963,9.1446142,158.68648
4087901567.1891,8.6832247,145.87024
4092236245.4151,10.003864,139.22687
4096570923.6412,8.703249,149.75739
4100905601.8673,7.5171018,146.80789
4105240280.0934,8.8495226,149.42078
4109574958.3194,8.0484352,149.51093
4113909636.5455,7.6055355,149.28677
4118244314.7716,7.7385454,141.41705
4122578992.9977,6.9569573,148.05653
4126913671.2237,6.4939842,140.09882
4131248349.4498,6.6893878,139.02669
4135583027.6759,7.6140351,140.95555
4139917705.902,8.826252,133.00801
4144252384.128,8.7902966,139.65877
4148587062.3541,7.3407345,127.54824
4152921740.5802,8.1230507,120.39797
4157256418.8063,6.3717022,125.11579
4161591097.0323,6.5445423,126.42007
4165925775.2584,6.1157479,122.04255
4170260453.4845,5.8492737,127.43212
4174595131.7106,5.3416686,124.34406
4178929809.9366,4.5117579,121.39307
4183264488.1627,4.9642663,124.1969
4187599166.3888,4.4678531,117.58665
4191933844.6149,5.1567268,110.77306
4196268522.8409,5.3213911,120.07945
4200603201.067,5.141746,117.16893
4204937879.2931,3.9668448,105.94431
4209272557.5192,5.0760899,115.40486
4213607235.7452,3.5758469,103.26476
4217941913.9713,3.82707,100.64877
4222276592.1974,4.865417,102.19096
4226611270.4235,3.6003656,101.61848
4230945948.6496,3.290144,95.580193
4235280626.8756,3.0381207,95.050446
4239615305.1017,3.1308854,93.001366
4243949983.3278,1.9094603,82.247261
4248284661.5539,3.3503926,101.04839
4252619339.7799,3.0339663,88.52565
4256954018.006,1.6549319,81.800346
4261288696.2321,2.4911463,93.331261
4265623374.4582,0.97804976,82.051254
4269958052.6842,2.3509607,86.960289
4274292730.9103,1.5441302,80.434723
4278627409.1364,1.5369463,77.768791
4282962087.3625,1.6713283,81.24157
4287296765.5885,2.0795934,85.071136
4291631443.8146,0.75760877,67.837097
4295966122.0407,1.1508312,69.927948
4300300800.2668,1.2775655,71.849655
4304635478.4928,0.31001177,58.086765
4308970156.7189,0.66671818,69.002846
4313304834.945,0.094863601,62.897606
4317639513.1711,-0.48747733,52.695549
4321974191.3971,-0.77903605,56.328365
4326308869.6232,-0.2164921,55.463402
4330643547.8493,-0.38426614,50.213451
4334978226.0754,0.0045799529,55.127491
4339312904.3014,-0.55480903,52.399456
4343647582.5275,-0.13381912,41.80933
4347982260.7536,-0.43425795,46.851425
4352316938.9797,-0.42916888,39.168106
4356651617.2057,0.42320028,33.769093
4360986295.4318,-1.2676783,33.988529
4365320973.6579,-1.7827467,32.40316
4369655651.884,-1.7762492,20.659185
4373990330.11,-1.9656522,29.888758
4378325008.3361,-2.5032277,33.507774
4382659686.5622,-3.0589793,23.911673
4386994364.7883,-2.7037909,26.258617
4391329043.0143,-2.9634621,28.546108
4395663721.2404,-3.064863,14.113608
4399998399.4665,-2.7573409,21.508635
4404333077.6926,-2.5265276,15.364828
4408667755.9186,-3.1999445,5.28443
4413002434.1447,-3.7658489,4.7522545
4417337112.3708,-3.0336938,4.9970441
4421671790.5969,-3.6420624,-6.9492335
4426006468.8229,-3.3701847,-0.64376837
4430341147.049,-4.4884558,-11.169032
4434675825.2751,-4.0202127,-10.655653
4439010503.5012,-4.0720887,-6.801167
4443345181.7272,-5.3538299,-19.864883
4447679859.9533,-4.7228007,-18.74217
4452014538.1794,-4.3339543,-13.861908
4456349216.4055,-5.4664626,-21.545706
4460683894.6315,-4.7618818,-15.749988
4465018572.8576,-5.0028934,-15.71387
4469353251.0837,-3.7612283,-36.279369
4473687929.3098,-4.5033383,-36.307751
4478022607.5358,-4.5890236,-34.848476
4482357285.7619,-4.5580215,-42.907463
4486691963.988,-4.8248448,-37.390041
4491026642.2141,-4.7854648,-45.31245
4495361320.4401,-4.5716839,-44.882408
4499695998.6662,-4.661972,-51.567913
4504030676.8923,-4.5633812,-50.067696
4508365355.1184,-4.745945,-67.497963
4512700033.3444,-4.8637886,-51.498409
4517034711.5705,-5.3928933,-53.478809
4521369389.7966,-3.9717104,-64.391815
4525704068.0227,-4.4645867,-49.070267
4530038746.2487,-5.1593757,-69.564735
4534373424.4748,-4.6674323,-69.232628
4538708102.7009,-4.9430952,-69.0495
4543042780.927,-4.9180894,-76.857422
4547377459.1531,-4.0807009,-80.302338
4551712137.3791,-4.9207983,-74.458862
4556046815.6052,-4.6056333,-85.684441
4560381493.8313,-3.8078556,-96.273102
4564716172.0574,-5.1878901,-89.994164
4569050850.2834,-5.7622266,-94.250816
4573385528.5095,-4.6347694,-99.84082
4577720206.7356,-5.3951364,-92.380058
4582054884.9617,-5.5302386,-99.364525
4586389563.1877,-5.1915393,-103.35117
4590724241.4138,-5.1478534,-103.56265
4595058919.6399,-5.2069492,-103.70541
4599393597.866,-5.0845599,-106.3891
4603728276.092,-4.8418527,-104.06431
4608062954.3181,-4.0698714,-112.58719
4612397632.5442,-3.5960829,-114.26683
4616732310.7703,-4.2895293,-119.25227
4621066988.9963,-3.8209112,-125.56159
4625401667.2224,-3.7686396,-131.89934
4629736345.4485,-5.5880275,-121.62415
4634071023.6746,-5.0434861,-134.01535
4638405701.9006,-5.2150297,-126.58125
4642740380.1267,-5.5325642,-124.87807
4647075058.3528,-4.4917035,-138.42148
4651409736.5789,-4.801806,-134.29411
4655744414.8049,-5.5303245,-136.14484
4660079093.031,-4.0788894,-139.69328
4664413771.2571,-4.7927461,-138.88295
4668748449.4832,-4.7610602,-140.11661
4673083127.7092,-3.664587,-148.28801
4677417805.9353,-3.3145087,-153.92661
4681752484.1614,-3.909935,-151.8161
4686087162.3875,-3.7087743,-157.30005
4690421840.6135,-3.7258949,-157.98344
4694756518.8396,-4.3398509,-157.53378
4699091197.0657,-4.1069498,-163.05499
4703425875.2918,-5.4117694,-163.12701
4707760553.5178,-4.1924987,-162.92795
4712095231.7439,-3.7860055,-166.47406
4716429909.97,-4.6910367,-166.84921
4720764588.1961,-4.4120984,-171.23882
4725099266.4221,-3.5503891,-172.19144
4729433944.6482,-3.727978,-171.60466
4733768622.8743,-3.7122698,-174.06094
4738103301.1004,-2.8314743,179.96979
4742437979.3264,-3.6051159,179.84035
4746772657.5525,-4.0230527,176.92726
4751107335.7786,-3.0878813,173.49988
4755442014.0047,-3.5547671,171.65042
4759776692.2307,-3.6405246,168.20729
4764111370.4568,-2.6678874,164.7592
4768446048.6829,-3.967855,164.49361
4772780726.909,-3.6913912,161.92824
4777115405.135,-3.0126269,160.65359
4781450083.3611,-3.5525546,161.18633
4785784761.5872,-3.8573613,160.01074
4790119439.8133,-3.5499315,161.29732
4794454118.0393,-2.95382,159.54701
4798788796.2654,-3.3021193,155.2704
4803123474.4915,-2.7397242,153.45763
4807458152.7176,-3.7004244,152.97928
4811792830.9436,-3.5594034,149.99092
4816127509.1697,-2.6029499,146.48415
4820462187.3958,-4.3101234,147.45865
4824796865.6219,-2.1538994,140.62109
4829131543.848,-2.33143,139.26657
4833466222.074,-3.380331,139.42723
4837800900.3001,-2.8388531,134.7867
4842135578.5262,-2.7048044,134.51871
4846470256.7523,-3.3274221,135.53706
4850804934.9783,-2.7678473,128.90965
4855139613.2044,-2.6856048,131.32635
4859474291.4305,-3.7410555,133.0488
4863808969.6566,-2.876646,129.91136
4868143647.8826,-3.3047326,124.94091
4872478326.1087,-3.4187417,121.85271
4876813004.3348,-2.3791983,121.90359
4881147682.5609,-1.9797134,118.98207
4885482360.7869,-2.6483805,117.88503
4889817039.013,-1.7442051,112.69485
4894151717.2391,-2.716032,116.76205
4898486395.4652,-3.2995179,116.80484
4902821073.6912,-2.1394718,111.66845
4907155751.9173,-3.399267,111.48114
4911490430.1434,-2.6484158,109.88317
4915825108.3695,-2.1412108,105.05523
4920159786.5955,-2.7966006,104.74243
4924494464.8216,-2.6752994,104.91319
4928829143.0477,-2.0481937,101.96302
4933163821.2738,-2.7722247,97.105171
4937498499.4998,-2.8724804,97.345566
4941833177.7259,-1.3601913,93.428085
4946167855.952,-2.2775865,95.051468
4950502534.1781,-2.703783,90.018898
4954837212.4041,-1.9827387,91.346336
4959171890.6302,-2.2749863,87.860191
4963506568.8563,-2.0141563,89.055664
4967841247.0824,-2.1122272,88.065643
4972175925.3084,-1.9267009,82.725388
4976510603.5345,-1.7858994,82.885826
4980845281.7606,-1.7490922,79.693527
4985179959.9867,-1.6480122,80.34259
4989514638.2127,-1.7063215,76.052658
4993849316.4388,-1.7951322,74.924446
4998183994.6649,-1.934381,71.649834
5002518672.891,-1.1432321,71.384918
5006853351.117,-1.5085828,69.075562
5011188029.3431,-1.9961933,66.534813
5015522707.5692,-1.5704321,66.218033
5019857385.7953,-1.7173538,65.838875
5024192064.0213,-2.3624182,64.712891
5028526742.2474,-1.6562506,62.105789
5032861420.4735,-1.0821006,61.210831
5037196098.6996,-1.3676386,58.277271
5041530776.9256,-1.4959782,58.941761
5045865455.1517,-1.3362429,55.054623
5050200133.3778,-1.2453674,54.797825
5054534811.6039,-1.2675586,52.043961
5058869489.8299,-1.1778407,50.745491
5063204168.056,-1.1690856,50.238941
5067538846.2821,-1.3627573,51.023537
5071873524.5082,-1.3164171,47.98243
5076208202.7342,-1.4252453,46.246166
5080542880.9603,-1.0757729,44.516556
5084877559.1864,-1.1998849,43.634987
5089212237.4125,-0.69115305,41.5201
5093546915.6385,-0.63351446,39.851185
5097881593.8646,-1.0414724,39.089951
5102216272.0907,-1.105566,37.010048
5106550950.3168,-0.87742996,34.288399
5110885628.5428,-1.2323331,33.325043
5115220306.7689,-1.2420813,31.792253
5119554984.995,-0.80211329,29.086193
5123889663.2211,-0.56471634,28.346645
5128224341.4471,-1.0586393,27.847361
5132559019.6732,-0.41985756,23.710485
5136893697.8993,-0.52974743,23.006998
5141228376.1254,-0.65507132,21.887556
5145563054.3515,-0.059326801,21.71216
5149897732.5775,-0.40224284,17.31172
5154232410.8036,-1.0562822,18.127323
5158567089.0297,-0.79375052,13.906636
5162901767.2558,-1.0365734,15.640315
5167236445.4818,-0.8947258,12.942827
5171571123.7079,-0.49949834,9.4372473
5175905801.934,-0.25904074,8.9432669
5180240480.1601,-0.48832679,7.5427246
5184575158.3861,-0.20183714,5.9743395
5188909836.6122,-0.33807889,4.3118606
5193244514.8383,-0.29949722,1.5086453
5197579193.0644,0.056294244,0.51727748
5201913871.2904,-0.6960355,0.77522498
5206248549.5165,-0.054261331,-1.891472
5210583227.7426,-0.14269447,-2.8938761
5214917905.9687,-0.55497563,-5.1331844
5219252584.1947,-0.61839938,-4.9949841
5223587262.4208,0.028842269,-8.3061581
5227921940.6469,-0.48219714,-8.7399111
5232256618.873,-0.24890396,-11.50411
5236591297.099,0.37617773,-12.18434
5240925975.3251,-0.12261844,-13.479639
5245260653.5512,0.096433654,-16.113188
5249595331.7773,0.13113856,-17.697311
5253930010.0033,-0.099216096,-17.954857
5258264688.2294,0.04565113,-20.877817
5262599366.4555,0.060611695,-22.210943
5266934044.6816,-0.022489477,-23.700533
5271268722.9076,-0.11430123,-25.234024
5275603401.1337,-0.25678998,-26.293861
5279938079.3598,-0.53820693,-26.568541
5284272757.5859,0.3633472,-29.550482
5288607435.8119,0.011215425,-29.799829
5292942114.038,0.38531876,-33.39386
5297276792.2641,0.7664696,-34.42577
5301611470.4902,0.038643867,-35.827969
5305946148.7162,0.1856766,-37.857731
5310280826.9423,0.46050492,-40.606621
5314615505.1684,-0.11600169,-41.368824
5318950183.3945,0.17393163,-42.120426
5323284861.6205,0.69187641,-45.378998
5327619539.8466,-0.081860557,-46.694214
5331954218.0727,0.093826205,-47.481903
5336288896.2988,0.62495226,-48.091591
5340623574.5248,0.2725434,-50.958206
5344958252.7509,0.44892123,-51.957893
5349292930.977,0.62112111,-52.904732
5353627609.2031,0.87236309,-55.066196
5357962287.4291,0.65723026,-56.982098
5362296965.6552,0.76496297,-58.848049
5366631643.8813,0.19349211,-59.237522
5370966322.1074,0.70437807,-62.56749
5375301000.3334,0.58685428,-63.354275
5379635678.5595,0.64286733,-64.719955
5383970356.7856,0.84723383,-65.657059
5388305035.0117,0.66273767,-67.987846
5392639713.2377,0.60642087,-69.859985
5396974391.4638,0.61427933,-71.015381
5401309069.6899,0.92540485,-72.940895
5405643747.916,0.34732234,-73.195953
5409978426.142,0.96773207,-74.977074
5414313104.3681,1.0788691,-75.908684
5418647782.5942,0.76731461,-78.640373
5422982460.8203,0.84087837,-79.684601
5427317139.0463,0.94591784,-80.039047
5431651817.2724,0.86005002,-83.842773
5435986495.4985,0.91793483,-85.826797
5440321173.7246,0.93158805,-86.802284
5444655851.9507,1.0032376,-87.460098
5448990530.1767,1.1060218,-90.294647
5453325208.4028,1.1959968,-91.543648
5457659886.6289,0.85887623,-93.090309
5461994564.855,0.94899559,-92.809837
5466329243.081,1.0507807,-94.756081
5470663921.3071,0.98547482,-95.219238
5474998599.5332,1.1479083,-98.798431
5479333277.7593,0.95500433,-99.548912
5483667955.9853,0.89909017,-100.67526
5488002634.2114,1.2572759,-103.65565
5492337312.4375,1.1256136,-104.34853
5496671990.6636,1.5440476,-106.69489
5501006668.8896,1.6484983,-108.67202
5505341347.1157,1.3678927,-110.46767
5509676025.3418,1.4220591,-111.81877
5514010703.5679,1.1753364,-112.8072
5518345381.7939,1.0927542,-114.58585
5522680060.02,0.85530168,-115.05289
5527014738.2461,1.240477,-116.78709
5531349416.4722,1.2119585,-118.61139
5535684094.6982,1.0792987,-120.95718
5540018772.9243,1.2339765,-120.75949
5544353451.1504,1.3109815,-123.40665
5548688129.3765,1.2000952,-124.5649
5553022807.6025,1.5306367,-125.63
5557357485.8286,1.5734828,-127.49514
5561692164.0547,1.4828513,-129.57133
5566026842.2808,1.6627022,-131.90463
5570361520.5068,1.4960001,-133.79385
5574696198.7329,1.2633779,-134.76558
5579030876.959,1.5071303,-136.87268
5583365555.1851,1.1667945,-136.53844
5587700233.4111,1.5062075,-138.41037
5592034911.6372,1.518088,-139.82529
5596369589.8633,1.1970729,-141.30588
5600704268.0894,1.4349918,-144.14658
5605038946.3154,1.6014097,-145.01645
5609373624.5415,1.6213632,-146.46754
5613708302.7676,1.5907644,-147.23337
5618042980.9937,1.8627378,-149.39558
5622377659.2197,1.5517449,-151.28978
5626712337.4458,1.540383,-152.79117
5631047015.6719,1.6725402,-155.03812
5635381693.898,1.5128813,-156.00391
5639716372.124,1.2593709,-157.72951
5644051050.3501,1.7781703,-159.34695
5648385728.5762,1.5199986,-161.16469
5652720406.8023,1.4592725,-162.08215
5657055085.0283,1.6607873,-163.87672
5661389763.2544,1.5459206,-164.81396
5665724441.4805,1.8172852,-166.64249
5670059119.7066,1.5385777,-167.72563
5674393797.9326,1.8397709,-170.08701
5678728476.1587,1.959601,-171.14908
5683063154.3848,1.9650958,-173.76228
5687397832.6109,1.5136809,-173.91508
5691732510.8369,1.8836552,-176.70497
5696067189.063,1.7083855,-177.89294
5700401867.2891,1.4604206,-179.69841
5704736545.5152,1.9582028,178.22585
5709071223.7412,1.7922826,178.1321
5713405901.9673,1.7265627,175.75952
5717740580.1934,2.0055099,173.71434
5722075258.4195,1.945913,172.51616
5726409936.6455,1.5872145,171.37305
5730744614.8716,1.8373569,170.26089
5735079293.0977,1.9853402,168.31261
5739413971.3238,1.6538904,166.39859
5743748649.5499,1.9065295,165.95099
5748083327.7759,1.9737329,164.48624
5752418006.002,1.9350359,162.22252
5756752684.2281,2.0960538,159.49193
5761087362.4542,2.0827799,158.29715
5765422040.6802,2.2058287,157.12988
5769756718.9063,2.1044469,155.40166
5774091397.1324,1.7819573,154.09421
5778426075.3585,1.8455845,152.82007
5782760753.5845,2.1082141,150.9644
5787095431.8106,1.7058955,148.82449
5791430110.0367,1.8509363,148.47552
5795764788.2628,2.0783927,146.66521
5800099466.4888,1.810459,145.10533
5804434144.7149,1.7867795,143.24655
5808768822.941,1.9811273,141.3078
5813103501.1671,1.9651052,139.65814
5817438179.3931,1.9402632,138.67125
5821772857.6192,2.2929337,136.76016
5826107535.8453,2.0264082,135.59698
5830442214.0714,2.0230887,133.23749
5834776892.2974,2.1831322,132.19183
5839111570.5235,1.9928014,131.45901
5843446248.7496,1.9413085,129.16945
5847780926.9757,2.2409916,128.20755
5852115605.2017,2.2183068,126.81016
5856450283.4278,2.1247969,125.04437
5860784961.6539,2.244431,122.54447
5865119639.88,2.0296717,121.19865
5869454318.106,2.2738984,119.70957
5873788996.3321,2.2731309,117.47219
5878123674.5582,2.1862998,116.66
5882458352.7843,2.2276146,114.91392
5886793031.0103,2.3219783,112.80772
5891127709.2364,1.9551848,112.95892
5895462387.4625,2.1815183,111.65491
5899797065.6886,2.1963718,109.87116
5904131743.9146,1.951755,108.70347
5908466422.1407,2.3250632,107.2192
5912801100.3668,2.4375842,105.21071
5917135778.5929,2.1062253,103.29447
5921470456.8189,2.393903,101.5731
5925805135.045,2.3904414,99.058388
5930139813.2711,2.1938474,98.62236
5934474491.4972,2.2983305,95.614296
5938809169.7232,2.4633896,94.186714
5943143847.9493,2.1197705,92.802299
5947478526.1754,2.3471513,91.647331
5951813204.4015,2.151468,90.446526
5956147882.6275,2.1182847,88.863129
5960482560.8536,2.3190081,87.886284
5964817239.0797,2.1500051,86.996696
5969151917.3058,2.3190949,84.805534
5973486595.5318,2.5152915,83.998863
5977821273.7579,2.3987932,81.765144
5982155951.984,2.2275138,80.569237
5986490630.2101,2.6441481,78.701378
5990825308.4361,2.2723866,77.185333
5995159986.6622,2.3589482,75.65184
5999494664.8883,2.6449609,73.335777
6003829343.1144,2.2153304,71.772713
6008164021.3404,2.334321,70.711769
6012498699.5665,2.4732807,69.701675
6016833377.7926,2.4496164,67.366379
6021168056.0187,2.3305433,66.519272
6025502734.2447,2.662698,64.697578
6029837412.4708,2.3804929,63.122883
6034172090.6969,2.4099507,61.733326
6038506768.923,2.5843096,60.421963
6042841447.149,2.3658917,59.235409
6047176125.3751,2.466687,57.408226
6051510803.6012,2.5306163,56.091351
6055845481.8273,2.4334519,54.787472
6060180160.0534,2.7022548,52.605705
6064514838.2794,2.6422908,50.78376
6068849516.5055,2.4110682,49.896679
6073184194.7316,2.6901135,47.818707
6077518872.9577,2.6772988,47.532177
6081853551.1837,2.286433,45.281025
6086188229.4098,2.7031093,43.846222
6090522907.6359,2.6766376,41.709557
6094857585.862,2.3848386,41.073822
6099192264.088,2.6026411,39.040558
6103526942.3141,2.6192985,38.275997
6107861620.5402,2.2921617,36.40786
6112196298.7663,2.5527513,34.580166
6116530976.9923,2.707464,33.105183
6120865655.2184,2.393126,31.7992
6125200333.4445,2.6263652,30.197018
6129535011.6706,2.5843036,29.305204
6133869689.8966,2.4734418,27.02059
6138204368.1227,2.6897612,25.969297
6142539046.3488,2.6134355,24.713453
6146873724.5749,2.53262,23.45076
6151208402.8009,2.6760278,21.665941
6155543081.027,2.5280316,20.238926
6159877759.2531,2.4430504,18.847921
6164212437.4792,2.7437258,16.731236
6168547115.7052,2.5557997,15.581854
6172881793.9313,2.6543882,13.127454
6177216472.1574,2.8082001,12.075839
6181551150.3835,2.7018406,10.893231
6185885828.6095,2.6076205,8.8564758
6190220506.8356,2.9036856,7.649157
6194555185.0617,2.5926054,5.5871511
6198889863.2878,2.6977468,5.1838522
6203224541.5138,3.032083,3.5638161
6207559219.7399,2.6799033,2.0032282
6211893897.966,2.6690521,0.0017680089
6216228576.1921,2.8789854,-0.73489153
6220563254.4181,2.6003482,-2.5093503
6224897932.6442,2.6924653,-3.9989512
6229232610.8703,3.0281594,-6.6802092
6233567289.0964,2.9180248,-7.4658279
6237901967.3224,2.9596875,-9.3044128
6242236645.5485,3.0478044,-10.710045
6246571323.7746,2.6294172,-12.444998
6250906002.0007,2.7106524,-13.731977
6255240680.2267,2.9275317,-15.054171
